
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.003917                       # Number of seconds simulated
sim_ticks                                  3916507721                       # Number of ticks simulated
final_tick                               114521120721                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
host_inst_rate                                  52143                       # Simulator instruction rate (inst/s)
host_op_rate                                   106022                       # Simulator op (including micro ops) rate (op/s)
host_tick_rate                               51053998                       # Simulator tick rate (ticks/s)
host_mem_usage                                4599300                       # Number of bytes of host memory used
host_seconds                                    76.71                       # Real time elapsed on the host
sim_insts                                     4000008                       # Number of instructions simulated
sim_ops                                       8133249                       # Number of ops (including micro ops) simulated
system.voltage_domain.voltage                       1                       # Voltage in Volts
system.clk_domain.clock                          1000                       # Clock period in ticks
system.mem_ctrls.pwrStateResidencyTicks::UNDEFINED 114521120721                       # Cumulative time (in ticks) in various power states
system.mem_ctrls.bytes_read::cpu0.inst             64                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu0.data            128                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu1.inst             64                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu1.data            128                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu2.inst             64                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu2.data            128                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu3.inst             64                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu3.data            128                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus0.inst        49664                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus0.data       151424                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus1.inst        51520                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus1.data       149696                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus2.inst        48704                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::switch_cpus2.data       153664                       # Number of bytes read from this memory
